population;region;country;lat;lon;tool;toolset;tooltype;toolclass;toolgroup;use;preparation;sequence;popcomplexity;Toolcomplexity;Toolsetcomplexity;tooldetail;Behaviour
Tai;W;Cote dIvoire;5.8667;-7.3333;Nut rootanvil;Nut;Nutanvil;Nutcracking;Nut;1;0;3;9;9;9;Nut rootanvil;Smash
Tai;W;Cote dIvoire;5.8667;-7.3333;Nut stoneanvil;Nut;Nutanvil;Nutcracking;Nut;1;0;3;9;9;9;Nut stoneanvil;Smash
Tai;W;Cote dIvoire;5.8667;-7.3333;Nut stonehammer;Nut;Nuthammer;Nutcracking;Nut;1;0;3;9;9;9;Nut stonehammer;Pound
Tai;W;Cote dIvoire;5.8667;-7.3333;Nut woodhammer;Nut;Nuthammer;Nutcracking;Nut;1;0;3;9;9;9;Nut woodhammer;Pound
Tai;W;Cote dIvoire;5.8667;-7.3333;Stone pound;Stonepound;Smash;Smash;Smash;1;0;1;1;1;1;Stone pound;Smash
Tai;W;Cote dIvoire;5.8667;-7.3333;Termite fishing;Epigaiec termitefishing;Termitefish;Termitefish;Termite;0;NA;NA;NA;12;18;Termite fishingepigaeic;Dip
Tai;W;Cote dIvoire;5.8667;-7.3333;Termite fishing;Underground termitefishing;Termitefish;Termitedig;Termite;0;NA;NA;NA;12;18;Termite fishingunder;Dip
Tai;W;Cote dIvoire;5.8667;-7.3333;Termite perforating;Epigaiec termitefishing;Termiteperforate;Termitefish;Termite;0;NA;NA;NA;10;18;Termite perforating;Perforate
Tai;W;Cote dIvoire;5.8667;-7.3333;Termite puncturing;Underground termitefishing;Termitepuncture;Termitedig;Termite;0;NA;NA;NA;10;18;Termite puncturing;Dig
Tai;W;Cote dIvoire;5.8667;-7.3333;Wood pound;Woodpound;Smash;Smash;Smash;1;0;1;1;1;1;Wood pound;Smash
